DetectionTimeStart_ShipLocal,DetectionTimeStart_UTC,DetectionTimeEnd_UTC,Latitude,Longitude
11/06/2017 09:39:19,11/06/2017 19:39:19,11/06/2017 19:39:37,22.22403667,-163.96914
11/06/2017 09:39:42,11/06/2017 19:39:42,11/06/2017 19:40:22,22.22382833,-163.96808
11/06/2017 09:40:09,11/06/2017 19:40:09,11/06/2017 19:40:25,22.22352,-163.9665517
11/06/2017 09:40:28,11/06/2017 19:40:28,11/06/2017 19:40:53,22.22332,-163.9654683
11/06/2017 09:40:30,11/06/2017 19:40:30,11/06/2017 19:40:41,22.22332,-163.9654683
11/06/2017 09:40:57,11/06/2017 19:40:57,11/06/2017 19:41:10,22.22313,-163.9644883
11/06/2017 09:41:55,11/06/2017 19:41:55,11/06/2017 19:42:23,22.22250667,-163.9613417
11/06/2017 09:42:07,11/06/2017 19:42:07,11/06/2017 19:42:34,22.222395,-163.960825
11/06/2017 09:42:24,11/06/2017 19:42:24,11/06/2017 19:42:38,22.22222,-163.95988
11/06/2017 09:42:51,11/06/2017 19:42:51,11/06/2017 19:43:14,22.22206833,-163.9590217
11/06/2017 09:42:58,11/06/2017 19:42:58,11/06/2017 19:43:16,22.22199,-163.9585567
11/06/2017 09:43:16,11/06/2017 19:43:16,11/06/2017 19:43:41,22.22178833,-163.957635
11/06/2017 09:43:35,11/06/2017 19:43:35,11/06/2017 19:44:03,22.22167333,-163.9571167
11/06/2017 09:43:41,11/06/2017 19:43:41,11/06/2017 19:43:55,22.22158833,-163.9566383
11/06/2017 09:44:09,11/06/2017 19:44:09,11/06/2017 19:44:41,22.221325,-163.95519
11/06/2017 09:44:32,11/06/2017 19:44:32,11/06/2017 19:44:56,22.22111667,-163.9541917
11/06/2017 09:44:52,11/06/2017 19:44:52,11/06/2017 19:45:22,22.22095167,-163.9532333
11/06/2017 09:45:27,11/06/2017 19:45:27,11/06/2017 19:46:01,22.22063667,-163.9516583
11/06/2017 09:45:35,11/06/2017 19:45:35,11/06/2017 19:46:06,22.22052333,-163.9511217
11/06/2017 09:46:02,11/06/2017 19:46:02,11/06/2017 19:46:30,22.22035,-163.9500767
11/06/2017 09:46:20,11/06/2017 19:46:20,11/06/2017 19:46:49,22.22015833,-163.9490483
11/06/2017 09:46:54,11/06/2017 19:46:54,11/06/2017 19:47:18,22.21985333,-163.9474917
11/06/2017 09:47:00,11/06/2017 19:47:00,11/06/2017 19:47:26,22.21975333,-163.94695
11/06/2017 09:47:23,11/06/2017 19:47:23,11/06/2017 19:47:49,22.21955333,-163.9458917
11/06/2017 09:47:26,11/06/2017 19:47:26,11/06/2017 19:47:50,22.21955333,-163.9458917
11/06/2017 09:47:39,11/06/2017 19:47:39,11/06/2017 19:48:10,22.21945167,-163.9454067
11/06/2017 09:48:19,11/06/2017 19:48:19,11/06/2017 19:48:35,22.21907333,-163.9432883
11/06/2017 09:48:21,11/06/2017 19:48:21,11/06/2017 19:48:33,22.21907333,-163.9432883
11/06/2017 09:48:57,11/06/2017 19:48:57,11/06/2017 19:49:21,22.21865833,-163.9412
11/06/2017 09:49:23,11/06/2017 19:49:23,11/06/2017 19:49:39,22.2185,-163.9402033
11/06/2017 09:49:28,11/06/2017 19:49:28,11/06/2017 19:49:47,22.21840167,-163.939685
11/06/2017 09:49:44,11/06/2017 19:49:44,11/06/2017 19:49:57,22.21829833,-163.9391717
11/06/2017 09:49:46,11/06/2017 19:49:46,11/06/2017 19:50:16,22.21829833,-163.9391717
11/06/2017 09:50:06,11/06/2017 19:50:06,11/06/2017 19:50:18,22.21812833,-163.9381917
11/06/2017 09:50:07,11/06/2017 19:50:07,11/06/2017 19:50:33,22.21812833,-163.9381917
11/06/2017 09:50:08,11/06/2017 19:50:08,11/06/2017 19:50:19,22.21812833,-163.9381917
11/06/2017 09:50:30,11/06/2017 19:50:30,11/06/2017 19:50:49,22.21792833,-163.9371783
11/06/2017 09:50:42,11/06/2017 19:50:42,11/06/2017 19:50:56,22.21774833,-163.9361733
11/06/2017 09:50:43,11/06/2017 19:50:43,11/06/2017 19:51:05,22.21774833,-163.9361733
11/06/2017 09:51:15,11/06/2017 19:51:15,11/06/2017 19:51:30,22.21746833,-163.9346167
11/06/2017 09:51:18,11/06/2017 19:51:18,11/06/2017 19:51:33,22.21746833,-163.9346167
11/06/2017 09:51:20,11/06/2017 19:51:20,11/06/2017 19:51:34,22.21746833,-163.9346167
11/06/2017 09:51:25,11/06/2017 19:51:25,11/06/2017 19:51:45,22.21736333,-163.93407
11/06/2017 09:51:41,11/06/2017 19:51:41,11/06/2017 19:51:56,22.21726667,-163.9335317
11/06/2017 09:51:49,11/06/2017 19:51:49,11/06/2017 19:52:11,22.21718,-163.9330417
11/06/2017 09:51:50,11/06/2017 19:51:50,11/06/2017 19:52:12,22.21718,-163.9330417
11/06/2017 09:51:58,11/06/2017 19:51:58,11/06/2017 19:52:43,22.2171,-163.9325433
11/06/2017 09:52:13,11/06/2017 19:52:13,11/06/2017 19:52:28,22.21700167,-163.9320067
11/06/2017 09:52:22,11/06/2017 19:52:22,11/06/2017 19:52:46,22.216915,-163.93146
11/06/2017 09:52:28,11/06/2017 19:52:28,11/06/2017 19:53:11,22.216915,-163.93146
11/06/2017 09:52:29,11/06/2017 19:52:29,11/06/2017 19:53:00,22.21680167,-163.9309567
11/06/2017 09:52:43,11/06/2017 19:52:43,11/06/2017 19:53:02,22.216695,-163.9304833
11/06/2017 09:52:58,11/06/2017 19:52:58,11/06/2017 19:53:26,22.21661,-163.9299317
11/06/2017 09:52:59,11/06/2017 19:52:59,11/06/2017 19:53:20,22.21652333,-163.92944
11/06/2017 09:53:04,11/06/2017 19:53:04,11/06/2017 19:53:16,22.21652333,-163.92944
11/06/2017 09:53:24,11/06/2017 19:53:24,11/06/2017 19:53:35,22.21633333,-163.9283433
11/06/2017 09:53:25,11/06/2017 19:53:25,11/06/2017 19:53:45,22.21633333,-163.9283433
11/06/2017 09:53:33,11/06/2017 19:53:33,11/06/2017 19:54:02,22.21624333,-163.927845
11/06/2017 09:53:57,11/06/2017 19:53:57,11/06/2017 19:54:23,22.21605167,-163.926845
11/06/2017 09:53:58,11/06/2017 19:53:58,11/06/2017 19:54:20,22.21605167,-163.926845
11/06/2017 09:54:00,11/06/2017 19:54:00,11/06/2017 19:54:21,22.21605167,-163.926845
11/06/2017 09:54:26,11/06/2017 19:54:26,11/06/2017 19:54:44,22.21577833,-163.9253317
11/06/2017 09:54:33,11/06/2017 19:54:33,11/06/2017 19:54:54,22.21577833,-163.9253317
11/06/2017 09:54:49,11/06/2017 19:54:49,11/06/2017 19:55:07,22.21558,-163.92432
11/06/2017 09:55:01,11/06/2017 19:55:01,11/06/2017 19:55:31,22.21550167,-163.9238067
11/06/2017 09:55:13,11/06/2017 19:55:13,11/06/2017 19:55:29,22.21543167,-163.9233333
11/06/2017 09:55:14,11/06/2017 19:55:14,11/06/2017 19:55:30,22.21543167,-163.9233333
11/06/2017 09:55:48,11/06/2017 19:55:48,11/06/2017 19:56:05,22.21512667,-163.9217567
11/06/2017 09:55:48,11/06/2017 19:55:48,11/06/2017 19:56:04,22.21512667,-163.9217567
11/06/2017 09:55:50,11/06/2017 19:55:50,11/06/2017 19:56:09,22.215035,-163.9212233
11/06/2017 09:56:16,11/06/2017 19:56:16,11/06/2017 19:56:44,22.214885,-163.9202967
11/06/2017 09:56:17,11/06/2017 19:56:17,11/06/2017 19:56:53,22.214885,-163.9202967
11/06/2017 09:56:28,11/06/2017 19:56:28,11/06/2017 19:56:40,22.21480833,-163.9198667
11/06/2017 09:56:29,11/06/2017 19:56:29,11/06/2017 19:56:47,22.21480833,-163.9198667
11/06/2017 09:56:41,11/06/2017 19:56:41,11/06/2017 19:56:52,22.214715,-163.9194467
11/06/2017 09:56:41,11/06/2017 19:56:41,11/06/2017 19:56:56,22.214715,-163.9194467
11/06/2017 09:56:53,11/06/2017 19:56:53,11/06/2017 19:57:19,22.21456667,-163.918705
11/06/2017 09:56:59,11/06/2017 19:56:59,11/06/2017 19:57:21,22.21456667,-163.918705
11/06/2017 09:57:06,11/06/2017 19:57:06,11/06/2017 19:57:18,22.2145,-163.91836
11/06/2017 09:57:22,11/06/2017 19:57:22,11/06/2017 19:57:51,22.21445833,-163.9180133
11/06/2017 09:57:26,11/06/2017 19:57:26,11/06/2017 19:57:41,22.21441667,-163.9177067
11/06/2017 09:57:28,11/06/2017 19:57:28,11/06/2017 19:57:40,22.21441667,-163.9177067
11/06/2017 09:57:41,11/06/2017 19:57:41,11/06/2017 19:57:52,22.21436333,-163.9173867
11/06/2017 09:57:53,11/06/2017 19:57:53,11/06/2017 19:58:10,22.21431667,-163.91712
11/06/2017 09:57:55,11/06/2017 19:57:55,11/06/2017 19:58:20,22.21431667,-163.91712
11/06/2017 09:57:59,11/06/2017 19:57:59,11/06/2017 19:58:19,22.21424,-163.91681
11/06/2017 09:58:03,11/06/2017 19:58:03,11/06/2017 19:58:15,22.21424,-163.91681
11/06/2017 09:58:20,11/06/2017 19:58:20,11/06/2017 19:58:39,22.21408333,-163.91617
11/06/2017 09:58:48,11/06/2017 19:58:48,11/06/2017 19:59:12,22.21397167,-163.9154267
11/06/2017 09:58:51,11/06/2017 19:58:51,11/06/2017 19:59:07,22.21397167,-163.9154267
11/06/2017 09:59:17,11/06/2017 19:59:17,11/06/2017 19:59:44,22.21374333,-163.914155
11/06/2017 09:59:19,11/06/2017 19:59:19,11/06/2017 19:59:30,22.21374333,-163.914155
11/06/2017 09:59:25,11/06/2017 19:59:25,11/06/2017 19:59:44,22.21365667,-163.9137317
11/06/2017 09:59:40,11/06/2017 19:59:40,11/06/2017 20:00:07,22.21357667,-163.9133067
11/06/2017 09:59:41,11/06/2017 19:59:41,11/06/2017 19:59:53,22.21357667,-163.9133067
11/06/2017 09:59:46,11/06/2017 19:59:46,11/06/2017 20:00:01,22.21349167,-163.91282
11/06/2017 09:59:56,11/06/2017 19:59:56,11/06/2017 20:00:24,22.21341667,-163.9123333
11/06/2017 10:00:11,11/06/2017 20:00:11,11/06/2017 20:00:44,22.21333833,-163.9118867
11/06/2017 10:00:30,11/06/2017 20:00:30,11/06/2017 20:00:47,22.21316,-163.9108583
11/06/2017 10:00:31,11/06/2017 20:00:31,11/06/2017 20:00:55,22.21316,-163.9108583
11/06/2017 10:00:35,11/06/2017 20:00:35,11/06/2017 20:00:50,22.21316,-163.9108583
11/06/2017 10:00:43,11/06/2017 20:00:43,11/06/2017 20:01:13,22.21306833,-163.910395
11/06/2017 10:00:48,11/06/2017 20:00:48,11/06/2017 20:01:04,22.21297333,-163.9099267
11/06/2017 10:01:00,11/06/2017 20:01:00,11/06/2017 20:01:21,22.21286667,-163.9094267
11/06/2017 10:01:03,11/06/2017 20:01:03,11/06/2017 20:01:20,22.21286667,-163.9094267
11/06/2017 10:01:11,11/06/2017 20:01:11,11/06/2017 20:01:38,22.212765,-163.9089283
11/06/2017 10:01:17,11/06/2017 20:01:17,11/06/2017 20:01:45,22.212765,-163.9089283
11/06/2017 10:01:25,11/06/2017 20:01:25,11/06/2017 20:01:42,22.21268,-163.9084417
11/06/2017 10:01:26,11/06/2017 20:01:26,11/06/2017 20:01:40,22.21268,-163.9084417
11/06/2017 10:01:44,11/06/2017 20:01:44,11/06/2017 20:02:06,22.21255,-163.9075883
11/06/2017 10:01:47,11/06/2017 20:01:47,11/06/2017 20:02:11,22.21255,-163.9075883
11/06/2017 10:01:51,11/06/2017 20:01:51,11/06/2017 20:02:10,22.21255,-163.9075883
11/06/2017 10:01:52,11/06/2017 20:01:52,11/06/2017 20:02:05,22.21247,-163.9071267
11/06/2017 10:02:13,11/06/2017 20:02:13,11/06/2017 20:02:31,22.21238667,-163.90667
11/06/2017 10:02:13,11/06/2017 20:02:13,11/06/2017 20:02:28,22.21238667,-163.90667
11/06/2017 10:02:24,11/06/2017 20:02:24,11/06/2017 20:02:45,22.212215,-163.9058817
11/06/2017 10:02:25,11/06/2017 20:02:25,11/06/2017 20:02:40,22.212215,-163.9058817
11/06/2017 10:02:26,11/06/2017 20:02:26,11/06/2017 20:02:39,22.212215,-163.9058817
11/06/2017 10:02:33,11/06/2017 20:02:33,11/06/2017 20:03:04,22.212215,-163.9058817
11/06/2017 10:02:43,11/06/2017 20:02:43,11/06/2017 20:03:19,22.21205,-163.9050867
11/06/2017 10:03:01,11/06/2017 20:03:01,11/06/2017 20:03:22,22.21197167,-163.904695
11/06/2017 10:03:02,11/06/2017 20:03:02,11/06/2017 20:03:30,22.21197167,-163.904695
11/06/2017 10:03:11,11/06/2017 20:03:11,11/06/2017 20:03:25,22.21190333,-163.904245
11/06/2017 10:03:14,11/06/2017 20:03:14,11/06/2017 20:03:43,22.21190333,-163.904245
11/06/2017 10:03:15,11/06/2017 20:03:15,11/06/2017 20:03:45,22.21182833,-163.9038517
11/06/2017 10:03:30,11/06/2017 20:03:30,11/06/2017 20:03:57,22.211755,-163.903415
11/06/2017 10:03:31,11/06/2017 20:03:31,11/06/2017 20:03:44,22.211755,-163.903415
11/06/2017 10:03:34,11/06/2017 20:03:34,11/06/2017 20:04:03,22.211755,-163.903415
11/06/2017 10:03:40,11/06/2017 20:03:40,11/06/2017 20:03:51,22.21166667,-163.903
11/06/2017 10:03:50,11/06/2017 20:03:50,11/06/2017 20:04:05,22.21158333,-163.9026083
11/06/2017 10:03:54,11/06/2017 20:03:54,11/06/2017 20:04:15,22.21158333,-163.9026083
11/06/2017 10:04:14,11/06/2017 20:04:14,11/06/2017 20:04:28,22.21140333,-163.901755
11/06/2017 10:04:17,11/06/2017 20:04:17,11/06/2017 20:04:45,22.21140333,-163.901755
11/06/2017 10:04:18,11/06/2017 20:04:18,11/06/2017 20:04:36,22.21140333,-163.901755
11/06/2017 10:04:39,11/06/2017 20:04:39,11/06/2017 20:04:51,22.21127167,-163.900895
11/06/2017 10:04:41,11/06/2017 20:04:41,11/06/2017 20:05:11,22.21120833,-163.90052
11/06/2017 10:05:01,11/06/2017 20:05:01,11/06/2017 20:05:18,22.21113667,-163.90022
11/06/2017 10:05:06,11/06/2017 20:05:06,11/06/2017 20:05:29,22.21105167,-163.8999267
11/06/2017 10:05:09,11/06/2017 20:05:09,11/06/2017 20:05:35,22.21105167,-163.8999267
11/06/2017 10:05:17,11/06/2017 20:05:17,11/06/2017 20:05:42,22.21097833,-163.8996417
11/06/2017 10:05:33,11/06/2017 20:05:33,11/06/2017 20:05:52,22.2109,-163.8993567
11/06/2017 10:05:37,11/06/2017 20:05:37,11/06/2017 20:06:06,22.21083667,-163.8991367
11/06/2017 10:05:45,11/06/2017 20:05:45,11/06/2017 20:05:58,22.21078667,-163.8988883
11/06/2017 10:05:48,11/06/2017 20:05:48,11/06/2017 20:05:59,22.21078667,-163.8988883
11/06/2017 10:05:56,11/06/2017 20:05:56,11/06/2017 20:06:10,22.21073833,-163.89865
11/06/2017 10:06:07,11/06/2017 20:06:07,11/06/2017 20:06:31,22.210715,-163.8984167
11/06/2017 10:06:10,11/06/2017 20:06:10,11/06/2017 20:06:27,22.210715,-163.8984167
11/06/2017 10:06:12,11/06/2017 20:06:12,11/06/2017 20:06:39,22.210715,-163.8984167
11/06/2017 10:06:20,11/06/2017 20:06:20,11/06/2017 20:06:37,22.21070333,-163.8982267
11/06/2017 10:06:34,11/06/2017 20:06:34,11/06/2017 20:07:01,22.21069167,-163.8980217
11/06/2017 10:06:48,11/06/2017 20:06:48,11/06/2017 20:06:59,22.210645,-163.8976467
11/06/2017 10:06:49,11/06/2017 20:06:49,11/06/2017 20:07:18,22.210645,-163.8976467
11/06/2017 10:06:55,11/06/2017 20:06:55,11/06/2017 20:07:18,22.210645,-163.8976467
11/06/2017 10:07:04,11/06/2017 20:07:04,11/06/2017 20:07:25,22.21060667,-163.897455
11/06/2017 10:07:05,11/06/2017 20:07:05,11/06/2017 20:07:22,22.21060667,-163.897455
11/06/2017 10:07:13,11/06/2017 20:07:13,11/06/2017 20:07:26,22.21056167,-163.8972483
11/06/2017 10:07:30,11/06/2017 20:07:30,11/06/2017 20:07:55,22.21049167,-163.8969167
11/06/2017 10:07:38,11/06/2017 20:07:38,11/06/2017 20:07:59,22.21049167,-163.8969167
11/06/2017 10:07:50,11/06/2017 20:07:50,11/06/2017 20:08:01,22.21044333,-163.8967133
11/06/2017 10:07:53,11/06/2017 20:07:53,11/06/2017 20:08:11,22.21042333,-163.89655
11/06/2017 10:07:54,11/06/2017 20:07:54,11/06/2017 20:08:06,22.21042333,-163.89655
11/06/2017 10:08:13,11/06/2017 20:08:13,11/06/2017 20:08:30,22.21037333,-163.8962133
11/06/2017 10:08:19,11/06/2017 20:08:19,11/06/2017 20:08:35,22.21037333,-163.8962133
11/06/2017 10:08:22,11/06/2017 20:08:22,11/06/2017 20:08:39,22.21037333,-163.8962133
11/06/2017 10:08:45,11/06/2017 20:08:45,11/06/2017 20:09:01,22.21032167,-163.8957367
11/06/2017 10:08:48,11/06/2017 20:08:48,11/06/2017 20:09:05,22.21032167,-163.8957367
11/06/2017 10:08:49,11/06/2017 20:08:49,11/06/2017 20:09:03,22.21032167,-163.8957367
11/06/2017 10:09:05,11/06/2017 20:09:05,11/06/2017 20:09:20,22.21028333,-163.8953967
11/06/2017 10:09:17,11/06/2017 20:09:17,11/06/2017 20:09:30,22.21026333,-163.8952267
11/06/2017 10:09:20,11/06/2017 20:09:20,11/06/2017 20:09:32,22.21026333,-163.8952267
11/06/2017 10:09:37,11/06/2017 20:09:37,11/06/2017 20:09:50,22.21018667,-163.89491
11/06/2017 10:09:44,11/06/2017 20:09:44,11/06/2017 20:10:03,22.21018667,-163.89491
11/06/2017 10:09:45,11/06/2017 20:09:45,11/06/2017 20:09:56,22.21018667,-163.89491
11/06/2017 10:09:47,11/06/2017 20:09:47,11/06/2017 20:10:13,22.21016333,-163.8947433
11/06/2017 10:10:02,11/06/2017 20:10:02,11/06/2017 20:10:17,22.21011333,-163.8945633
11/06/2017 10:10:07,11/06/2017 20:10:07,11/06/2017 20:10:20,22.21011333,-163.8945633
11/06/2017 10:10:17,11/06/2017 20:10:17,11/06/2017 20:10:30,22.210085,-163.8943783
11/06/2017 10:10:28,11/06/2017 20:10:28,11/06/2017 20:10:40,22.210025,-163.8939783
11/06/2017 10:10:29,11/06/2017 20:10:29,11/06/2017 20:10:40,22.210025,-163.8939783
11/06/2017 10:10:42,11/06/2017 20:10:42,11/06/2017 20:11:12,22.20998833,-163.8937333
11/06/2017 10:10:46,11/06/2017 20:10:46,11/06/2017 20:10:57,22.20998833,-163.8937333
11/06/2017 10:11:04,11/06/2017 20:11:04,11/06/2017 20:11:34,22.20992333,-163.8932467
11/06/2017 10:11:14,11/06/2017 20:11:14,11/06/2017 20:11:28,22.20988833,-163.89295
11/06/2017 10:11:17,11/06/2017 20:11:17,11/06/2017 20:11:29,22.20988833,-163.89295
11/06/2017 10:11:19,11/06/2017 20:11:19,11/06/2017 20:11:32,22.20988833,-163.89295
11/06/2017 10:11:23,11/06/2017 20:11:23,11/06/2017 20:11:40,22.20983667,-163.8926833
11/06/2017 10:11:34,11/06/2017 20:11:34,11/06/2017 20:11:54,22.209785,-163.8923867
11/06/2017 10:11:36,11/06/2017 20:11:36,11/06/2017 20:11:51,22.209785,-163.8923867
11/06/2017 10:11:42,11/06/2017 20:11:42,11/06/2017 20:12:00,22.20972667,-163.8920617
11/06/2017 10:11:50,11/06/2017 20:11:50,11/06/2017 20:12:20,22.20972667,-163.8920617
11/06/2017 10:11:51,11/06/2017 20:11:51,11/06/2017 20:12:03,22.20972667,-163.8920617
11/06/2017 10:12:04,11/06/2017 20:12:04,11/06/2017 20:12:31,22.20962833,-163.8914433
11/06/2017 10:12:09,11/06/2017 20:12:09,11/06/2017 20:12:22,22.20962833,-163.8914433
11/06/2017 10:12:20,11/06/2017 20:12:20,11/06/2017 20:12:31,22.20958167,-163.8911433
11/06/2017 10:12:29,11/06/2017 20:12:29,11/06/2017 20:12:44,22.20953833,-163.8908117
11/06/2017 10:12:30,11/06/2017 20:12:30,11/06/2017 20:12:44,22.20953833,-163.8908117
11/06/2017 10:12:31,11/06/2017 20:12:31,11/06/2017 20:12:48,22.20953833,-163.8908117
11/06/2017 10:12:43,11/06/2017 20:12:43,11/06/2017 20:13:10,22.20947833,-163.89047
11/06/2017 10:12:44,11/06/2017 20:12:44,11/06/2017 20:13:07,22.20947833,-163.89047
11/06/2017 10:12:56,11/06/2017 20:12:56,11/06/2017 20:13:24,22.209385,-163.8898117
11/06/2017 10:13:09,11/06/2017 20:13:09,11/06/2017 20:13:23,22.20934,-163.889475
11/06/2017 10:13:10,11/06/2017 20:13:10,11/06/2017 20:13:48,22.20934,-163.889475
11/06/2017 10:13:11,11/06/2017 20:13:11,11/06/2017 20:13:43,22.20934,-163.889475
11/06/2017 10:13:22,11/06/2017 20:13:22,11/06/2017 20:13:43,22.209295,-163.8891083
11/06/2017 10:13:35,11/06/2017 20:13:35,11/06/2017 20:13:57,22.20924667,-163.8887717
11/06/2017 10:13:38,11/06/2017 20:13:38,11/06/2017 20:14:05,22.20924667,-163.8887717
11/06/2017 10:13:50,11/06/2017 20:13:50,11/06/2017 20:14:20,22.20914667,-163.888005
11/06/2017 10:13:51,11/06/2017 20:13:51,11/06/2017 20:14:09,22.20914667,-163.888005
11/06/2017 10:13:59,11/06/2017 20:13:59,11/06/2017 20:14:30,22.20914667,-163.888005
11/06/2017 10:14:02,11/06/2017 20:14:02,11/06/2017 20:14:14,22.209095,-163.88766
11/06/2017 10:14:08,11/06/2017 20:14:08,11/06/2017 20:14:44,22.209095,-163.88766
11/06/2017 10:14:24,11/06/2017 20:14:24,11/06/2017 20:14:52,22.20899,-163.88685
11/06/2017 10:14:27,11/06/2017 20:14:27,11/06/2017 20:14:38,22.20899,-163.88685
11/06/2017 10:14:39,11/06/2017 20:14:39,11/06/2017 20:15:05,22.20894333,-163.8864117
11/06/2017 10:14:40,11/06/2017 20:14:40,11/06/2017 20:14:51,22.20894333,-163.8864117
11/06/2017 10:14:46,11/06/2017 20:14:46,11/06/2017 20:15:02,22.20888333,-163.8859767
11/06/2017 10:14:49,11/06/2017 20:14:49,11/06/2017 20:15:14,22.20888333,-163.8859767
11/06/2017 10:14:50,11/06/2017 20:14:50,11/06/2017 20:15:18,22.20888333,-163.8859767
11/06/2017 10:14:56,11/06/2017 20:14:56,11/06/2017 20:15:18,22.20883833,-163.885565
11/06/2017 10:15:10,11/06/2017 20:15:10,11/06/2017 20:15:34,22.20880167,-163.8851933
11/06/2017 10:15:14,11/06/2017 20:15:14,11/06/2017 20:15:37,22.20875167,-163.8848117
11/06/2017 10:15:36,11/06/2017 20:15:36,11/06/2017 20:16:03,22.20863167,-163.8838717
11/06/2017 10:15:37,11/06/2017 20:15:37,11/06/2017 20:15:50,22.20863167,-163.8838717
11/06/2017 10:15:39,11/06/2017 20:15:39,11/06/2017 20:15:57,22.20863167,-163.8838717
11/06/2017 10:15:41,11/06/2017 20:15:41,11/06/2017 20:16:13,22.20863167,-163.8838717
11/06/2017 10:15:51,11/06/2017 20:15:51,11/06/2017 20:16:11,22.20858,-163.8834133
11/06/2017 10:15:58,11/06/2017 20:15:58,11/06/2017 20:16:13,22.20851167,-163.8828967
11/06/2017 10:15:59,11/06/2017 20:15:59,11/06/2017 20:16:13,22.20851167,-163.8828967
11/06/2017 10:16:07,11/06/2017 20:16:07,11/06/2017 20:16:36,22.20844167,-163.8823867
11/06/2017 10:16:10,11/06/2017 20:16:10,11/06/2017 20:16:34,22.20844167,-163.8823867
11/06/2017 10:16:11,11/06/2017 20:16:11,11/06/2017 20:16:37,22.20844167,-163.8823867
11/06/2017 10:16:22,11/06/2017 20:16:22,11/06/2017 20:16:37,22.20838,-163.8819283
11/06/2017 10:16:23,11/06/2017 20:16:23,11/06/2017 20:16:35,22.20838,-163.8819283
11/06/2017 10:16:29,11/06/2017 20:16:29,11/06/2017 20:16:53,22.20831667,-163.881395
11/06/2017 10:16:39,11/06/2017 20:16:39,11/06/2017 20:17:09,22.20826167,-163.8808567
11/06/2017 10:16:53,11/06/2017 20:16:53,11/06/2017 20:17:04,22.20819167,-163.8803783
11/06/2017 10:16:54,11/06/2017 20:16:54,11/06/2017 20:17:06,22.20819167,-163.8803783
11/06/2017 10:16:56,11/06/2017 20:16:56,11/06/2017 20:17:17,22.20819167,-163.8803783
11/06/2017 10:17:20,11/06/2017 20:17:20,11/06/2017 20:17:47,22.20807833,-163.879405
11/06/2017 10:17:21,11/06/2017 20:17:21,11/06/2017 20:17:45,22.20803,-163.878905
11/06/2017 10:17:23,11/06/2017 20:17:23,11/06/2017 20:17:45,22.20803,-163.878905
11/06/2017 10:17:30,11/06/2017 20:17:30,11/06/2017 20:17:49,22.20803,-163.878905
11/06/2017 10:17:36,11/06/2017 20:17:36,11/06/2017 20:17:57,22.20796333,-163.87839
11/06/2017 10:17:47,11/06/2017 20:17:47,11/06/2017 20:18:12,22.20788667,-163.87788
11/06/2017 10:17:50,11/06/2017 20:17:50,11/06/2017 20:18:07,22.20788667,-163.87788
11/06/2017 10:17:56,11/06/2017 20:17:56,11/06/2017 20:18:10,22.20781,-163.877395
11/06/2017 10:18:04,11/06/2017 20:18:04,11/06/2017 20:18:21,22.207745,-163.8768717
11/06/2017 10:18:05,11/06/2017 20:18:05,11/06/2017 20:18:16,22.207745,-163.8768717
11/06/2017 10:18:12,11/06/2017 20:18:12,11/06/2017 20:18:40,22.207745,-163.8768717
11/06/2017 10:18:15,11/06/2017 20:18:15,11/06/2017 20:18:28,22.207695,-163.8763983
11/06/2017 10:18:30,11/06/2017 20:18:30,11/06/2017 20:18:58,22.20765167,-163.8759183
11/06/2017 10:18:40,11/06/2017 20:18:40,11/06/2017 20:19:10,22.20760333,-163.87542
11/06/2017 10:18:47,11/06/2017 20:18:47,11/06/2017 20:19:06,22.20754,-163.874925
11/06/2017 10:19:08,11/06/2017 20:19:08,11/06/2017 20:19:25,22.20736167,-163.873815
11/06/2017 10:19:11,11/06/2017 20:19:11,11/06/2017 20:19:41,22.20736167,-163.873815
11/06/2017 10:19:22,11/06/2017 20:19:22,11/06/2017 20:19:52,22.20728,-163.87326
11/06/2017 10:19:23,11/06/2017 20:19:23,11/06/2017 20:19:35,22.20728,-163.87326
11/06/2017 10:19:42,11/06/2017 20:19:42,11/06/2017 20:19:56,22.207175,-163.872205
11/06/2017 10:19:43,11/06/2017 20:19:43,11/06/2017 20:20:16,22.207175,-163.872205
11/06/2017 10:19:44,11/06/2017 20:19:44,11/06/2017 20:19:59,22.207175,-163.872205
11/06/2017 10:20:01,11/06/2017 20:20:01,11/06/2017 20:20:33,22.20704667,-163.8711117
11/06/2017 10:20:07,11/06/2017 20:20:07,11/06/2017 20:20:25,22.20704667,-163.8711117
11/06/2017 10:20:12,11/06/2017 20:20:12,11/06/2017 20:20:42,22.206985,-163.870605
11/06/2017 10:20:40,11/06/2017 20:20:40,11/06/2017 20:21:03,22.20682333,-163.8694883
11/06/2017 10:20:57,11/06/2017 20:20:57,11/06/2017 20:21:28,22.20667833,-163.86852
11/06/2017 10:21:13,11/06/2017 20:21:13,11/06/2017 20:21:28,22.206625,-163.868
11/06/2017 10:21:14,11/06/2017 20:21:14,11/06/2017 20:21:38,22.20657833,-163.8675133
11/06/2017 10:21:15,11/06/2017 20:21:15,11/06/2017 20:21:31,22.20657833,-163.8675133
11/06/2017 10:21:24,11/06/2017 20:21:24,11/06/2017 20:21:47,22.20657833,-163.8675133
11/06/2017 10:21:24,11/06/2017 20:21:24,11/06/2017 20:21:46,22.20657833,-163.8675133
11/06/2017 10:21:43,11/06/2017 20:21:43,11/06/2017 20:22:08,22.206435,-163.8664517
